Ticker,Metric,12/31/2014,3/31/2015,6/30/2015,9/30/2015,12/31/2015,3/31/2016,6/30/2016,9/30/2016,12/31/2016,3/31/2017,6/30/2017,9/30/2017,12/31/2017,3/31/2018,6/30/2018,9/30/2018,12/31/2018,3/31/2019,6/30/2019,9/30/2019,12/31/2019,3/31/2020,6/30/2020,9/30/2020,12/31/2020,3/31/2021,6/30/2021,9/30/2021,12/31/2021,3/31/2022,6/30/2022,9/30/2022,12/31/2022,3/31/2023,6/30/2023,9/30/2023,12/31/2023,3/31/2024,6/30/2024
BRO,Working Capital/Total Assets,0.046271957,0.043638717,0.055837665,0.041734612,0.042713799,0.036414442,0.049427744,0.055285959,0.06908986,0.068081076,0.038423253,0.044307585,0.078356189,0.06743248,0.065560917,0.057457019,0.051084337,0.053655269,0.059628955,0.058958415,0.051862305,0.054468967,0.104980102,0.06735445,0.061951521,0.041773883,0.052875688,0.067677386,0.165883083,0.197964169,0.044823547,0.028581652,0.040537313,0.052394827,0.018214975,0.011624001,0.008442523,0.043778224,0.054436519
BRO,RetainedEarnings/TotalAssets,0.37383757,0.369448317,0.381247501,0.389088729,0.399158822,0.392164394,0.379572619,0.40566217,0.420627285,0.42299678,0.308875101,0.427453027,0.470881567,0.472991933,0.479579528,0.42368067,0.429767852,0.418004187,0.402030986,0.412042503,0.43115273,0.407511279,0.392495736,0.392705777,0.414543822,0.406924557,0.407934365,0.408473711,0.371861971,0.350814332,0.3250842,0.325819379,0.354925373,0.349204093,0.361653436,0.355371901,0.374442793,0.361515304,0.340142653
BRO,EBIT/TotalAssets,0.021537508,0.021591316,0.024432227,0.021143086,0.021578209,0.023297484,0.023464325,0.020600418,0.02002309,0.0230896,0.017476396,0.020090466,0.022625111,0.019296738,0.026052042,0.016625804,0.024147811,0.018759246,0.020492123,0.015251213,0.027455816,0.017495427,0.021118818,0.01517176,0.028515318,0.021040821,0.024415827,0.017488515,0.025184068,0.018876221,0.017118172,0.016401889,0.024552239,0.021105742,0.021597654,0.016616274,0.026610833,0.021512795,0.018659058
BRO,BookValueofEquity/TotalLiabilities,0.742167807,0.726616231,0.776278409,0.753064799,0.787043665,0.762098139,0.727244292,0.812952118,0.868439971,0.871322226,0.503751774,0.816113744,0.974331927,0.98641115,1.026545582,0.813720174,0.835490831,0.798443775,0.759276225,0.783992511,0.848159883,0.776093547,0.726880031,0.720260936,0.754133858,0.729120473,0.743933357,0.749598143,0.624819833,0.535575841,0.461168164,0.491833031,0.566335476,0.563729303,0.591871585,0.599570124,0.641645415,0.609367114,0.58669081
AIZ,Working Capital/Total Assets,0.320890311,0.33307987,0.349974061,0.357540705,0.367786989,0.428614587,0.405863307,0.407864219,0.42317143,0.413802083,0.411860009,0.432612251,0.411961813,0.449673122,0.34639881,0.36961766,0.356788922,0.350301868,0.355892443,0.3725064,0.378295816,0.403786012,0.390669862,0.409618429,0.351670773,0.357456486,0.377445374,0.48510632,0.447144837,0.467380311,0.502868039,0.527284485,0.517284174,0.511973264,0.515517293,0.522027161,0.511146128,0.509893153,0.511355225
AIZ,RetainedEarnings/TotalAssets,0.15236677,0.157142857,0.157317943,0.157719218,0.161705953,0.166573117,0.173835727,0.174877823,0.178296139,0.183001894,0.183006753,0.167103842,0.178909022,0.17932034,0.138004296,0.132978846,0.140183504,0.139214433,0.138641632,0.134462425,0.134700052,0.139580407,0.140031198,0.140559392,0.079484882,0.081871608,0.079139037,0.125472119,0.119129743,0.120431215,0.118944814,0.110659929,0.1116949,0.114719733,0.117112219,0.120178265,0.119756206,0.126230248,0.127616735
AIZ,EBIT/TotalAssets,0.003298904,0.003148377,0.001744375,-0.000603871,0.003569716,0.010648133,0.00897195,0.007756571,0.003079875,0.007700893,0.006357497,-0.00294399,0.005357535,0.005103614,0.003295484,0.002591902,0.00236803,0.005765087,0.004863236,0.000891388,0.005276467,0.002892476,0.005335383,0.003166372,0.004387458,0.004800612,0.005837591,0.007030483,0.005822352,0.006119977,0.00309496,0.001046742,0.005589274,0.005480784,0.006953632,0.007702731,0.00855359,0.009622272,0.007722145
AIZ,BookValueofEquity/TotalLiabilities,0.196391342,0.199750701,0.185592373,0.180835457,0.177328316,0.177467636,0.182886172,0.174754645,0.160009371,0.16368216,0.163544167,0.146389783,0.155358827,0.161170194,0.144026142,0.137162003,0.142789598,0.148837209,0.15409722,0.14949686,0.147167759,0.141598969,0.156474679,0.157798263,0.153895852,0.150991318,0.147383126,0.206025825,0.192008996,0.179308621,0.163555686,0.140631969,0.146387899,0.154142852,0.156749013,0.156382756,0.166863248,0.17382088,0.173937224
AFL,Working Capital/Total Assets,-0.010724788,-0.002041858,0.009033247,0.01783419,0.003514237,0.000339734,0.015239311,0.016831126,0.012630004,0.021226938,0.03113541,0.035753587,0.014760173,0.028094319,0.041336513,0.057832286,0.041385512,0.041406869,0.042566029,0.052772832,0.054789732,0.064448363,0.076269765,0.074524793,0.073894927,0.068436827,0.074241736,0.074792754,0.079668947,0.093357615,0.098212334,0.116382517,0.104781945,0.103187727,0.106049828,0.124506802,0.114516362,0.075336196,0.123791283
AFL,RetainedEarnings/TotalAssets,0.1865553,0.199444545,0.199659444,0.203008727,0.192265548,0.176548444,0.176293017,0.200132492,0.197530864,0.198989615,0.20200172,0.217866591,0.204830479,0.216986182,0.228075772,0.226400581,0.223182477,0.218824306,0.218701545,0.224464548,0.228201509,0.224105114,0.232735858,0.230086137,0.248341838,0.248693434,0.254238871,0.262666464,0.288433551,0.321074401,0.350444965,0.336782098,0.337529452,0.359323565,0.385713486,0.378720684,0.39980119,0.427276812,0.396848383
AFL,EBIT/TotalAssets,0.009464502,0.009897821,0.007943468,0.009876877,0.00958784,0.006688513,0.007272677,0.009151203,0.007182941,0.008168752,0.00833315,0.007710415,0.007044165,0.008345893,0.008692122,0.005555318,0.00892373,0.007701453,0.007091094,0.007292103,0.005111598,0.007212564,0.007554907,0.00774142,0.010527514,0.008885889,0.007285317,0.008181945,0.009180801,0.012998695,0.010835285,0.004501359,0.01029889,0.014361613,0.014818841,0.002659323,0.017772683,0.017217562,0.001105557
AFL,BookValueofEquity/TotalLiabilities,0.181357285,0.172661141,0.172205589,0.17611489,0.185818367,0.189915528,0.187815292,0.187329083,0.179507546,0.188803329,0.192601616,0.218417851,0.197344579,0.20137749,0.202550847,0.200625941,0.217746385,0.229305207,0.236072462,0.233900605,0.210855016,0.230443263,0.25280208,0.255149133,0.254676567,0.264055981,0.264095399,0.267545801,0.251252989,0.241546292,0.232346943,0.180469184,0.171762949,0.185493752,0.221286191,0.209902711,0.232567561,0.276739516,0.239644057
UNM,Working Capital/Total Assets,0.136819856,0.134882171,0.13098676,0.124328499,0.129656231,0.128038665,0.12450159,0.129958532,0.136702076,0.136545382,0.135374397,0.131064477,0.132116914,0.137681711,0.137163885,0.14206747,0.144072015,0.137101467,0.134572626,0.126260529,0.125459239,0.130082956,0.121092273,0.124378017,0.210831705,0.234373421,0.217721161,0.213812006,0.210412745,0.217799976,0.226770805,0.233284046,0.224662709,0.220908625,0.221289416,0.216392294,0.212471741,0.211837473,0.210220166
UNM,RetainedEarnings/TotalAssets,0.11692554,0.118590812,0.124070203,0.127048647,0.132009114,0.131697005,0.130816093,0.133667162,0.141164315,0.14277489,0.143999874,0.146177475,0.149063471,0.155176792,0.160533616,0.15535743,0.159399444,0.15773912,0.156567037,0.156699922,0.160103264,0.165483042,0.158992858,0.16076764,0.159572962,0.164070058,0.162241555,0.166506133,0.169048434,0.181189072,0.195719333,0.208618792,0.214901307,0.215141612,0.222247351,0.231657076,0.180728796,0.188100115,0.194619947
UNM,EBIT/TotalAssets,-0.00666293,0.005408236,0.00579837,0.005479318,0.005869824,0.005531887,0.005991888,0.005904076,0.006635239,0.005919232,0.006334606,0.006377143,0.006020652,0.006051228,0.006368753,-0.005383133,0.005683949,0.006185664,0.005992953,0.005536472,0.006358468,0.003792702,0.005739846,0.005013215,0.002411293,0.003511558,0.005495142,0.006610669,0.003455702,0.00515405,0.007709003,0.011382194,0.006879916,0.008000128,0.008841109,0.005175548,0.007555134,0.008724875,0.008790536
UNM,BookValueofEquity/TotalLiabilities,0.158025516,0.159920482,0.160102273,0.162141224,0.166936416,0.1681496,0.167416264,0.17162291,0.169290595,0.170488796,0.172329603,0.173832257,0.175888166,0.177526956,0.178495843,0.158527507,0.161903331,0.165162866,0.167633133,0.168027353,0.174677465,0.176525669,0.179780063,0.185477828,0.181926199,0.180108031,0.182893418,0.186919973,0.194483722,0.190209314,0.181687135,0.165878139,0.166653947,0.173894238,0.175582522,0.191075969,0.180042534,0.195530726,0.202888717
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
